year,value,State,value2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2192.657486,UP,3986.649974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,4594.614066,UP,4114.57976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4739.610529,UP,4244.427339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4886.748528,UP,4376.192712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5029.185884,UP,4503.748553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5173.604225,UP,4633.07841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5320.003549,UP,4764.182282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5468.383857,UP,4897.06017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5618.745149,UP,5031.712073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5771.087424,UP,5168.137992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5925.410684,UP,5306.337926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6081.714927,UP,5446.311875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,6240.000155,UP,5588.05984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6400.266366,UP,5731.58182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1798.183627,Maharashtra,3269.424777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3717.743204,Maharashtra,3329.322273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3785.179851,Maharashtra,3389.7133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3853.167609,Maharashtra,3450.597859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3918.156143,Maharashtra,3508.796546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3983.651884,Maharashtra,3567.449448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4049.654831,Maharashtra,3626.556565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4116.164985,Maharashtra,3686.117897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4183.182346,Maharashtra,3746.133444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4250.706913,Maharashtra,3806.603206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4318.738687,Maharashtra,3867.527182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4387.277668,Maharashtra,3928.905374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4456.323855,Maharashtra,3990.73778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4525.877249,Maharashtra,4053.024402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1010.250893,West Bengal,1836.819806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2088.064789,West Bengal,1869.908766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2125.343896,West Bengal,1903.293041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2162.952772,West Bengal,1936.972631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2199.229628,West Bengal,1969.459368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2235.807903,West Bengal,2002.216032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2272.687596,West Bengal,2035.242623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2309.868707,West Bengal,2068.539141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2347.351237,West Bengal,2102.105585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2385.135185,West Bengal,2135.941957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2423.220552,West Bengal,2170.048256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2461.607337,West Bengal,2204.424481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2500.295541,West Bengal,2239.070634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2539.285163,West Bengal,2273.986713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,690.1333946,Andhra Pradesh ,1254.78799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1425.869176,Andhra Pradesh ,1276.89777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1450.773781,Andhra Pradesh ,1299.200401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1475.893738,Andhra Pradesh ,1321.695884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1498.041155,Andhra Pradesh ,1341.529392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1520.351749,Andhra Pradesh ,1361.509029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1542.825519,Andhra Pradesh ,1381.634793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1565.462465,Andhra Pradesh ,1401.906685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1588.262588,Andhra Pradesh ,1422.324706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1611.225887,Andhra Pradesh ,1442.888854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1634.352362,Andhra Pradesh ,1463.599131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1657.642014,Andhra Pradesh ,1484.455535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1681.094843,Andhra Pradesh ,1505.458068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1704.710847,Andhra Pradesh ,1526.606729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,565.9650189,Telengana,1029.027307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1168.06469,Telengana,1046.028081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1187.202756,Telengana,1063.166647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1206.494689,Telengana,1080.443005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1223.337181,Telengana,1095.525834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1240.296262,Telengana,1110.71307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1257.371932,Telengana,1126.004715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1274.564191,Telengana,1141.400768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1291.87304,Telengana,1156.90123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1309.298477,Telengana,1172.506099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1326.840504,Telengana,1188.215377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1344.49912,Telengana,1204.029063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1362.274325,Telengana,1219.947157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1380.166119,Telengana,1235.969659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1374.866541,Tamil Nadu,2499.757348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2822.066914,Tamil Nadu,2527.224102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2852.904524,Tamil Nadu,2554.839872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2883.908535,Tamil Nadu,2582.604658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2912.631035,Tamil Nadu,2608.3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2941.491528,Tamil Nadu,2634.171517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2970.490013,Tamil Nadu,2660.14031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2999.62649,Tamil Nadu,2686.232678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3028.90096,Tamil Nadu,2712.448621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3058.313422,Tamil Nadu,2738.788139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3087.863877,Tamil Nadu,2765.251233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3117.552324,Tamil Nadu,2791.837902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3147.378764,Tamil Nadu,2818.548146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3177.343196,Tamil Nadu,2845.381966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,701.990107,Rajasthan ,1276.345649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1468.242794,Rajasthan ,1314.844293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1511.830006,Rajasthan ,1353.877618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1556.014279,Rajasthan ,1393.445623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1599.851828,Rajasthan ,1432.70313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1644.266336,Rajasthan ,1472.477315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1689.257801,Rajasthan ,1512.76818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1734.826226,Rajasthan ,1553.575725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1780.971609,Rajasthan ,1594.899948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1827.69395,Rajasthan ,1636.740851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1874.99325,Rajasthan ,1679.098433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1922.869509,Rajasthan ,1721.972695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1971.322726,Rajasthan ,1765.363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2020.352902,Rajasthan ,1809.271255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,956.1727015,Gujarat,1738.495821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1973.487834,Gujarat,1767.302538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2005.910516,Gujarat,1796.337775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2038.588377,Gujarat,1825.601532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2072.408318,Gujarat,1855.888046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2106.495033,Gujarat,1886.413463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2140.848522,Gujarat,1917.177781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2175.468784,Gujarat,1948.181001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2210.35582,Gujarat,1979.423122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2245.509629,Gujarat,2010.904145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2280.930211,Gujarat,2042.62407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2316.617568,Gujarat,2074.582896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2352.571697,Gujarat,2106.780625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2388.792601,Gujarat,2139.217254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,623.9646972,Kerala,1134.481268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1286.955524,Kerala,1152.497484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1307.223173,Kerala,1170.647617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1327.64036,Kerala,1188.931666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1340.06845,Kerala,1200.061299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1352.550331,Kerala,1211.239103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1365.086003,Kerala,1222.465077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1377.675466,Kerala,1233.739223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1390.318719,Kerala,1245.06154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1403.015764,Kerala,1256.432027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1415.766599,Kerala,1267.850686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1428.571226,Kerala,1279.317516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1441.429643,Kerala,1290.832516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1454.341851,Kerala,1302.395688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,395.8797087,Punjab,719.7812885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,818.171893,Punjab,732.6912475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,832.7132494,Punjab,745.7133577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,847.3798413,Punjab,758.847619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,860.4744823,Punjab,770.5741632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,873.6693879,Punjab,782.3904966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,886.9645582,Punjab,794.2966192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,900.359993,Punjab,806.2925311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,913.8556925,Punjab,818.3782321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,927.4516566,Punjab,830.5537224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,941.1478854,Punjab,842.8190018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,954.9443787,Punjab,855.1740705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,968.8411367,Punjab,867.6189284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,982.8381593,Punjab,880.1535755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,342.9091405,Haryana ,623.4711645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,714.4536874,Haryana ,639.8092723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,732.9006367,Haryana ,656.3289284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,751.550315,Haryana ,673.0301329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,768.2395751,Haryana ,687.9757389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,785.0975701,Haryana ,703.0724509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,802.1243002,Haryana ,718.3202689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,819.3197653,Haryana ,733.7191928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,836.6839655,Haryana ,749.2692228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,854.2169006,Haryana ,764.9703588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,871.9185708,Haryana ,780.8226007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,889.788976,Haryana ,796.8259487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,907.8281162,Haryana ,812.9804026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,926.0359915,Haryana ,829.2859625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,516.0759428,Bihar,938.319896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1088.040087,Bihar,974.364257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1129.024789,Bihar,1011.066975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1170.744655,Bihar,1048.42805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1217.684323,Bihar,1090.463573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1265.543583,Bihar,1133.322611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1314.322434,Bihar,1177.005165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1364.020876,Bihar,1221.511233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1414.638911,Bihar,1266.840816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1466.176537,Bihar,1312.993913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1518.633754,Bihar,1359.970526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1572.010564,Bihar,1407.770654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1626.306965,Bihar,1456.394297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1681.522957,Bihar,1505.841454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,956.3474873,Madhya Pradesh,1738.813613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1989.282031,Madhya Pradesh,1781.446595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2037.450353,Madhya Pradesh,1824.582405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
